sample_id,item_qid,preferred_label,serena_decision,blerina_decision,fabio_decision,serena_category,blerina_category,fabio_category,human_decision_majority,human_category_majority,adjudicated_final_label,adjudicated_final_category,adjudication_notes,llm_decision,llm_eventour_category,llm_confidence,llm_needs_review
ann_0602,Q113515446,Biblioteca della Fondazione Centro di documentazione ebraica contemporanea. CDEC,exclude,exclude,exclude,,,,exclude,,,,,keep_poi,special_interest_attraction,0.85,False
ann_0603,Q117192253,"Biblioteca Francescana (Provinciale, di S. Angelo)",exclude,exclude,exclude,,,,exclude,,,,,keep_poi,museum_collection,0.85,False
ann_0604,Q112139767,"Istituto Tecnico Statale Sperimentale ""Pier Paolo Pasolini""",exclude,exclude,exclude,,,,exclude,,,,,keep_poi,historic_architecture,0.85,False
ann_0605,Q81172328,Archivio storico civico della biblioteca Trivulziana,exclude,exclude,exclude,,,,exclude,,,,,keep_poi,museum_collection,0.85,False
ann_0606,Q17275475,Palazzo di Fuoco,keep_context,keep_poi,keep_poi,,,historic_architecture,keep_poi,,,,,keep_poi,historic_architecture,0.85,False
ann_0607,Q107552561,Torre A2A,keep_context,keep_poi,keep_context,,,,keep_context,,,,,keep_poi,urban_landmark,0.85,False
ann_0608,Q64825395,Arena Santa Giulia,exclude,exclude,exclude,,,,exclude,,,,,keep_poi,special_interest_attraction,0.85,False
ann_0609,Q91092816,palazzo Michelin,exclude,keep_poi,keep_poi,,,urban_landmark,keep_poi,,,,,keep_poi,historic_architecture,0.85,False
ann_0610,Q113535863,Biblioteca della Fondazione Pirelli,exclude,exclude,exclude,,,,exclude,,,,,keep_poi,special_interest_attraction,0.85,False
ann_0611,Q119075300,"chiesa del Centro Familiare ""La Cripta""",keep_poi,keep_poi,keep_poi,religious_heritage,religious_heritage,religious_heritage,keep_poi,religious_heritage,,,,keep_poi,religious_heritage,0.85,False
ann_0612,Q95148474,Villa Fossati,exclude,exclude,exclude,,,,exclude,,,,,keep_poi,historic_architecture,0.85,False
ann_0613,Q119075316,chiesa di Dio Padre,exclude,keep_poi,keep_poi,religious_heritage,religious_heritage,religious_heritage,keep_poi,religious_heritage,,,,keep_poi,religious_heritage,0.85,False
ann_0614,Q85726768,Biblioteca dell'Instituto Cervantes di Milano - Jorge Guillén,exclude,exclude,exclude,,,,exclude,,,,,keep_poi,special_interest_attraction,0.85,False
ann_0615,Q113515476,Biblioteca della Fondazione Corrente,exclude,exclude,exclude,,,,exclude,,,,,keep_poi,special_interest_attraction,0.85,False
ann_0616,Q116609404,Palazzo INPS,exclude,exclude,exclude,,,,exclude,,,,,keep_poi,historic_architecture,0.85,False
ann_0617,Q974532,Biblioteca Trivulziana,exclude,exclude,exclude,,,,exclude,,,,,keep_poi,special_interest_attraction,0.85,False
ann_0618,Q28668242,Biblioteca di Studi giuridici e umanistici Università degli Studi di Milano,exclude,exclude,exclude,,,,exclude,,,,,keep_poi,special_interest_attraction,0.85,False
ann_0619,Q3671391,chiesa di San Nazaro in Pietrasanta,exclude,exclude,exclude,,,,exclude,,,,,keep_context,,0.77,True
ann_0620,Q20009567,Galleria Volpi Bassani,exclude,exclude,exclude,,,,exclude,,,,,keep_context,,0.78,True
ann_0621,Q25393396,Teatro Tenda,exclude,exclude,exclude,,,,exclude,,,,,keep_context,,0.82,True
ann_0622,Q59878510,Quartiere Antonini,exclude,exclude,exclude,,,,exclude,,,,,keep_context,,0.82,True
ann_0623,Q18202815,antica chiesa di San Giovanni in Laterano,keep_poi,keep_poi,keep_poi,religious_heritage,religious_heritage,religious_heritage,keep_poi,religious_heritage,,,,keep_context,,0.85,False
ann_0624,Q106861451,aula delle monache,keep_poi,keep_poi,keep_poi,religious_heritage,religious_heritage,religious_heritage,keep_poi,religious_heritage,,,,keep_context,,0.85,False
ann_0625,Q25409436,antica chiesa di San Carlo,keep_poi,keep_poi,keep_poi,religious_heritage,religious_heritage,religious_heritage,keep_poi,religious_heritage,,,,keep_context,,0.85,False
ann_0626,Q3673684,chiesa di Santa Maria dei Servi,exclude,exclude,exclude,,,,exclude,,,,,keep_context,,0.85,False
ann_0627,Q3890571,Palazzo Orrigoni,exclude,exclude,exclude,,,,exclude,,,,,keep_context,,0.85,False
ann_0628,Q56697587,corso Italia,exclude,exclude,keep_context,,,,exclude,,,,,keep_context,,0.85,False
ann_0629,Q18223521,chiesa di San Giovanni Decollato alle Case Rotte,exclude,exclude,exclude,,,,exclude,,,,,keep_context,,0.85,False
ann_0630,Q107552631,piazza Trento,exclude,exclude,exclude,,,,exclude,,,,,keep_context,,0.85,False
ann_0631,Q3642888,Bosco di Gioia,exclude,exclude,exclude,,,,exclude,,,,,keep_context,,0.85,False
ann_0632,Q106485576,corso di Porta Vigentina,exclude,exclude,exclude,,,,exclude,,,,,keep_context,,0.86,False
ann_0633,Q113130799,via Brembo,exclude,exclude,exclude,,,,exclude,,,,,keep_context,,0.86,False
ann_0634,Q134621522,Via Giovanni Bellezza,exclude,exclude,exclude,,,,exclude,,,,,keep_context,,0.86,False
ann_0635,Q110937099,viale Angelo Filippetti,exclude,exclude,exclude,,,,exclude,,,,,keep_context,,0.86,False
ann_0636,Q16545212,corso Lodi,exclude,keep_context,exclude,,,,exclude,,,,,keep_context,,0.86,False
ann_0637,Q3889858,Palazzo Cicogna,exclude,exclude,exclude,,,,exclude,,,,,keep_context,,0.86,False
ann_0638,Q56477196,Teatro Trianon (Milano),exclude,exclude,exclude,,,,exclude,,,,,keep_context,,0.86,False
ann_0639,Q3691002,Coperto dei Figini,exclude,exclude,exclude,,,,exclude,,,,,keep_context,,0.86,False
ann_0640,Q3890288,Palazzo Imbonati,exclude,exclude,exclude,,,,exclude,,,,,keep_context,,0.86,False
ann_0641,Q3889545,Palazzo Arcimboldi,exclude,exclude,exclude,,,,exclude,,,,,keep_context,,0.86,False
ann_0642,Q18145239,Casino Reale,exclude,exclude,exclude,,,,exclude,,,,,keep_context,,0.86,False
ann_0643,Q3635689,antica basilica di San Dionigi,exclude,exclude,exclude,,,,exclude,,,,,keep_context,,0.86,False
ann_0644,Q3970114,stazione di Milano Centrale (1864),exclude,exclude,exclude,,,,exclude,,,,,keep_context,,0.86,False
ann_0645,Q17652102,San Gregorio Vecchio,exclude,exclude,exclude,,,,exclude,,,,,keep_context,,0.86,False
ann_0646,Q124795585,via Morigi,exclude,exclude,exclude,,,,exclude,,,,,keep_context,,0.86,False
ann_0647,Q134582279,Professed House of Milan,exclude,exclude,exclude,,,,exclude,,,,,keep_context,,0.86,False
ann_0648,Q106371456,viale Brenta,exclude,exclude,exclude,,,,exclude,,,,,keep_context,,0.87,False
ann_0649,Q131897055,Via Rastrelli,exclude,exclude,exclude,,,,exclude,,,,,keep_context,,0.87,False
ann_0650,Q111187263,via Luigi Anelli,exclude,exclude,exclude,,,,exclude,,,,,keep_context,,0.88,False
ann_0651,Q3674100,chiesa di Santa Maria in Brera,exclude,exclude,exclude,,,,exclude,,,,,keep_context,,0.88,False
ann_0652,Q107122968,Via Dei Calchi Taeggi,exclude,exclude,exclude,,,,exclude,,,,,keep_context,,0.88,False
ann_0653,Q55100899,quartiere Villapizzone,exclude,keep_context,exclude,,,,exclude,,,,,keep_context,,0.88,False
ann_0654,Q106861459,aula dei fedeli,keep_poi,keep_poi,keep_poi,religious_heritage,religious_heritage,religious_heritage,keep_poi,religious_heritage,,,,keep_context,,0.88,False
ann_0655,Q60468852,Largo della Crocetta,exclude,exclude,exclude,,,,exclude,,,,,keep_context,,0.88,False
ann_0656,Q18417048,chiesa di Santa Maria della Rosa,exclude,exclude,exclude,,,,exclude,,,,,keep_context,,0.88,False
ann_0657,Q107122965,Via Gian Carlo Castelbarco,exclude,exclude,exclude,,,,exclude,,,,,keep_context,,0.88,False
ann_0658,Q87905550,battistero di Santo Stefano alle Fonti,exclude,exclude,exclude,,,,exclude,,,,,keep_context,,0.88,False
ann_0659,Q18224544,chiesa di San Salvatore in Xenodochio,exclude,exclude,exclude,,,,exclude,,,,,keep_context,,0.88,False
ann_0660,Q55100738,quartiere Vialba I,exclude,keep_context,exclude,,,,exclude,,,,,keep_context,,0.88,False
ann_0661,Q134888936,Via dei Panigarola,exclude,exclude,exclude,,,,exclude,,,,,keep_context,,0.88,False
ann_0662,Q107711623,viale Isonzo,exclude,exclude,exclude,,,,exclude,,,,,keep_context,,0.88,False
ann_0663,Q28520462,Casa Mozzanica,exclude,exclude,exclude,,,,exclude,,,,,keep_context,,0.88,False
ann_0664,Q30120052,corso di Porta Romana,keep_context,exclude,exclude,,,,exclude,,,,,keep_context,,0.88,False
ann_0665,Q105047623,via Clerici,exclude,exclude,exclude,,,,exclude,,,,,keep_context,,0.88,False
ann_0666,Q102130047,chiesa di Sant’Andrea alla Pusterla Nuova,exclude,exclude,exclude,,,,exclude,,,,,keep_context,,0.88,False
ann_0667,Q18223420,antica chiesa di San Francesco grande,exclude,exclude,exclude,,,,exclude,,,,,keep_context,,0.88,False
ann_0668,Q18224029,chiesa di San Michele alla Chiusa,exclude,exclude,exclude,,,,exclude,,,,,keep_context,,0.88,False
ann_0669,Q62588146,Teatro Manzoni,keep_poi,exclude,keep_poi,performing_arts_entertainment,,district_streetscape,keep_poi,,,,,keep_context,,0.88,False
ann_0670,Q106415924,via Santa Sofia,exclude,exclude,exclude,,,,exclude,,,,,keep_context,,0.88,False
ann_0671,Q3277167,Teatro Regio Ducale,keep_poi,keep_poi,keep_poi,,,district_streetscape,keep_poi,,,,,keep_context,,0.88,False
ann_0672,Q107521470,via Adige,exclude,exclude,exclude,,,,exclude,,,,,keep_context,,0.88,False
ann_0673,Q55166258,antica chiesa di San Pietro alla Vigna,exclude,exclude,exclude,,,,exclude,,,,,keep_context,,0.88,False
ann_0674,Q36832507,piazza Belgioioso,exclude,exclude,exclude,,,,exclude,,,,,keep_context,,0.88,False
ann_0675,Q17144871,viale Luigi Majno,exclude,exclude,exclude,,,,exclude,,,,,keep_context,,0.88,False
ann_0676,Q135311802,viale Col di Lana,exclude,exclude,exclude,,,,exclude,,,,,keep_context,,0.88,False
ann_0677,Q115408429,via Larga,exclude,exclude,exclude,,,,exclude,,,,,keep_context,,0.9,False
ann_0678,Q111366327,viale Toscana,exclude,exclude,exclude,,,,exclude,,,,,keep_context,,0.9,False
ann_0679,Q113319504,Biblioteca dell'Istituto Marangoni,exclude,exclude,exclude,,,,exclude,,,,,exclude,,0.85,False
ann_0680,Q113298704,Biblioteca del Dipartimento di scienze cliniche Luigi Sacco. Università degli studi di Milano,exclude,exclude,exclude,,,,exclude,,,,,exclude,,0.85,False
ann_0681,Q113527479,Biblioteca dell'Istituto scientifico di chimica e biochimica Giuliana Ronzoni,exclude,exclude,exclude,,,,exclude,,,,,exclude,,0.85,False
ann_0682,Q112941447,Biblioteca Comunale Rionale Villapizzone,exclude,exclude,exclude,,,,exclude,,,,,exclude,,0.85,False
ann_0683,Q113319454,Centro documentazione e biblioteca di PoliS-Lombardia,exclude,exclude,exclude,,,,exclude,,,,,exclude,,0.85,False
ann_0684,Q113298697,"Biblioteca dell'Istituto di istologia, embriologia e neurocitologia della Facoltà di medicina e chirurgia. Università degli studi di Milano",exclude,exclude,exclude,,,,exclude,,,,,exclude,,0.86,False
ann_0685,Q106633352,via Carlo Farini 73,exclude,exclude,exclude,,,,exclude,,,,,exclude,,0.86,False
ann_0686,Q113528706,Biblioteca del Polo centrale di medicina e chirurgia dell'Università degli studi di Milano,exclude,exclude,exclude,,,,exclude,,,,,exclude,,0.86,False
ann_0687,Q113298686,Biblioteca di Scienze agrarie e alimentari. Università degli studi di Milano,exclude,exclude,exclude,,,,exclude,,,,,exclude,,0.86,False
ann_0688,Q109325123,piazza Piemonte 10,exclude,exclude,exclude,,,,exclude,,,,,exclude,,0.86,False
ann_0689,Q52805067,Via Lamennais,exclude,exclude,exclude,,,,exclude,,,,,exclude,,0.86,False
ann_0690,Q113298750,Centro di documentazione del Dipartimento di studi sociali e politici. Università degli studi di Milano,exclude,exclude,exclude,,,,exclude,,,,,exclude,,0.86,False
ann_0691,Q18785507,antico oratorio di San Giovanni Battista,exclude,exclude,exclude,,,,exclude,,,,,exclude,,0.86,False
ann_0692,Q115169614,Scuola Europa di Milano,exclude,exclude,exclude,,,,exclude,,,,,exclude,,0.86,False
ann_0693,Q113298692,Biblioteca del Dipartimento di scienze cardiovascolari. Università degli studi di Milano,exclude,exclude,exclude,,,,exclude,,,,,exclude,,0.86,False
ann_0694,Q113515454,Biblioteca Fondazione I.R.C.C.S. Istituto Neurologico Carlo Besta,exclude,exclude,exclude,,,,exclude,,,,,exclude,,0.86,False
ann_0695,Q52789497,Morante,exclude,exclude,exclude,,,,exclude,,,,,exclude,,0.86,False
ann_0696,Q107468396,cinema Donizetti,exclude,exclude,exclude,,,,exclude,,,,,exclude,,0.86,False
ann_0697,Q113319486,Biblioteca dell'Istituto europeo di oncologia,exclude,exclude,exclude,,,,exclude,,,,,exclude,,0.87,False
ann_0698,Q113527481,Biblioteca del Centro culturale Antonianum,exclude,exclude,exclude,,,,exclude,,,,,exclude,,0.87,False
ann_0699,Q113298700,Biblioteca del Dipartmento di Morfologia umana e scienze biomediche. Sez. di medicina legale e delle assicurazioni. Università degli studi di Milano,exclude,exclude,exclude,,,,exclude,,,,,exclude,,0.87,False
ann_0700,Q113298724,Biblioteca del Dipartimento di diritto pubblico italiano e sovranazionale. sezione di Diritto internazionale. Università degli studi di Milano,exclude,exclude,exclude,,,,exclude,,,,,exclude,,0.87,False
ann_0701,Q4011851,Villa Caimi,exclude,keep_poi,exclude,,,,exclude,,,,,exclude,,0.88,False
ann_0702,Q18417011,chiesa di San Donnino alla Mazza,keep_poi,keep_poi,keep_poi,religious_heritage,religious_heritage,religious_heritage,keep_poi,religious_heritage,,,,exclude,,0.88,False
ann_0703,Q113298748,"Biblioteca del Dipartimento di scienze economiche, aziendali e statistiche. Università degli Studi di Milano",exclude,exclude,exclude,,,,exclude,,,,,exclude,,0.88,False
ann_0704,Q132148042,Ex officina Squadra Rialzo della stazione di Milano centrale,exclude,exclude,exclude,,,,exclude,,,,,exclude,,0.88,False
ann_0705,Q111123750,Hotel Dateo,exclude,exclude,exclude,,,,exclude,,,,,exclude,,0.88,False
ann_0706,Q111878962,iQ Hotel Milano,exclude,exclude,exclude,,,,exclude,,,,,exclude,,0.88,False
ann_0707,Q113298735,Biblioteca del polo di lingue e letterature straniere. Sezione di Germanistica. Università degli studi di Milano,exclude,exclude,exclude,,,,exclude,,,,,exclude,,0.88,False
ann_0708,Q112146568,Mascioni opus 667,exclude,exclude,exclude,,,,exclude,,,,,exclude,,0.88,False
ann_0709,Q112146204,Mascioni opus 311,exclude,exclude,exclude,,,,exclude,,,,,exclude,,0.88,False
ann_0710,Q3953343,"Scuola militare ""Teulié""",exclude,exclude,exclude,,,,exclude,,,,,exclude,,0.88,False
ann_0711,Q3953349,Scuola Politecnica di Design,exclude,exclude,exclude,,,,exclude,,,,,exclude,,0.88,False
ann_0712,Q113515485,Biblioteca dell'Ospedale Fatebenefratelli e Oftalmico,exclude,exclude,exclude,,,,exclude,,,,,exclude,,0.88,False
ann_0713,Q113298683,"Biblioteca del Dipartimento di Anestesiologia, terapia intensiva e scienze dermatologiche. Sez. di scienze dermatologiche Agostino Pasini. Università degli studi di Milano",exclude,exclude,exclude,,,,exclude,,,,,exclude,,0.88,False
ann_0714,Q113515463,Biblioteca scientifica dell'Ospedale Maggiore di Milano,exclude,exclude,exclude,,,,exclude,,,,,exclude,,0.88,False
ann_0715,Q113298711,Biblioteca biomedica di Città Studi. Università degli Studi di Milano,exclude,exclude,exclude,,,,exclude,,,,,exclude,,0.88,False
ann_0716,Q55993793,Cinema Hermes,exclude,exclude,exclude,,,,exclude,,,,,exclude,,0.88,False
ann_0717,Q113298755,Biblioteca del Dipartimento di scienze neurologiche. Università degli studi di Milano,exclude,exclude,exclude,,,,exclude,,,,,exclude,,0.88,False
ann_0718,Q113298743,Biblioteca dell'Istituto di diritto del lavoro della Facoltà di giurisprudenza. Università degli studi di Milano,exclude,exclude,exclude,,,,exclude,,,,,exclude,,0.88,False
ann_0719,Q113298684,Biblioteca del Dipartimento di Scienze materno infantili. Sezione di clinica ostetrica e ginecologica. Università degli studi di Milano,exclude,exclude,exclude,,,,exclude,,,,,exclude,,0.88,False
ann_0720,Q113298689,Biblioteca dell'Istituto di chimica organica della Facoltà di farmacia. Università degli studi di Milano,exclude,exclude,exclude,,,,exclude,,,,,exclude,,0.88,False
ann_0721,Q113359644,"Biblioteca ""Regina Gani"" del Liceo Classico statale ""Alessandro Manzoni""",exclude,exclude,exclude,,,,exclude,,,,,exclude,,0.88,False
ann_0722,Q113298762,Biblioteca dell'Istituto di diritto internazionale. Sezione di diritto ecclesiastico e diritto canonico della Facoltà di giurisprudenza. Università degli studi di Milano,exclude,exclude,exclude,,,,exclude,,,,,exclude,,0.88,False
ann_0723,Q52827642,Giulio Natta,exclude,exclude,exclude,,,,exclude,,,,,exclude,,0.89,False
ann_0724,Q113298685,Biblioteca del Dipartimento di scienze e tecnologie biomediche. Sezione di scienze radiologiche. Università degli studi di Milano,exclude,exclude,exclude,,,,exclude,,,,,exclude,,0.9,False
ann_0725,Q111878975,Hotel VIU Milan,exclude,exclude,exclude,,,,exclude,,,,,exclude,,0.9,False
ann_0726,Q104177316,Università Popolare degli Studi di Milano,exclude,exclude,exclude,,,,exclude,,,,,exclude,,0.9,False
ann_0727,Q113298730,Biblioteca dell'Istituto di diritto penale e processuale penale della Facoltà di giurisprudenza. Università degli studi di Milano,exclude,exclude,exclude,,,,exclude,,,,,exclude,,0.9,False
ann_0728,Q113298716,Biblioteca Alberto Malliani. Università degli studi di Milano,exclude,exclude,exclude,,,,exclude,,,,,exclude,,0.9,False
ann_0729,Q136670499,Carcere di Bollate,exclude,exclude,exclude,,,,exclude,,,,,exclude,,0.9,False
ann_0730,Q3705677,deposito ATM Famagosta,exclude,exclude,exclude,,,,exclude,,,,,exclude,,0.9,False
ann_0731,Q56010658,Cinema Pussycat,exclude,exclude,exclude,,,,exclude,,,,,exclude,,0.9,False
ann_0732,Q109158100,Asilo comunale di Via Salasco,exclude,exclude,exclude,,,,exclude,,,,,exclude,,0.9,False
ann_0733,Q111413049,LHP Hotel Napoleon,exclude,exclude,exclude,,,,exclude,,,,,exclude,,0.9,False
ann_0734,Q52830864,R.Govone - Pavoni,exclude,exclude,exclude,,,,exclude,,,,,exclude,,0.9,False
ann_0735,Q111123749,Hotel Parma,exclude,exclude,exclude,,,,exclude,,,,,exclude,,0.9,False
ann_0736,Q19841970,stazione di Chiaravalle Milanese,exclude,exclude,exclude,,,,exclude,,,,,exclude,,0.9,False
ann_0737,Q64032795,Scuola del Fumetto di Milano,exclude,exclude,exclude,,,,exclude,,,,,exclude,,0.9,False
ann_0738,Q113298717,"Biblioteca del Dipartimento di sanità pubblica, microbiologia, virologia. Università degli studi di Milano",exclude,exclude,exclude,,,,exclude,,,,,exclude,,0.9,False
ann_0739,Q111413036,Art Hotel Navigli,exclude,exclude,exclude,,,,exclude,,,,,exclude,,0.9,False
ann_0740,Q112941437,Biblioteca Comunale Rionale Venezia,exclude,exclude,exclude,,,,exclude,,,,,exclude,,0.9,False
ann_0741,Q113611870,Biblioteche delle Scuole civiche paritarie di Milano,exclude,exclude,exclude,,,,exclude,,,,,exclude,,0.9,False
ann_0742,Q111413062,Unahotels Cusani Milano,exclude,exclude,exclude,,,,exclude,,,,,exclude,,0.9,False
ann_0743,Q111413065,Hotel Mediolanum,exclude,exclude,exclude,,,,exclude,,,,,exclude,,0.9,False
ann_0744,Q113298723,Biblioteca del Dipartimento giuridico-politico. Università degli studi di Milano,exclude,exclude,exclude,,,,exclude,,,,,exclude,,0.9,False
ann_0745,Q52830458,scuola primaria Bruno Munari,exclude,exclude,exclude,,,,exclude,,,,,exclude,,0.9,False
ann_0746,Q113298740,Biblioteca dell'Istituto di diritto romano della Facoltà di giurisprudenza. Università degli studi di Milano,exclude,exclude,exclude,,,,exclude,,,,,exclude,,0.9,False
ann_0747,Q18785417,antica chiesa di San Marcellino,exclude,exclude,exclude,,,,exclude,,,,,exclude,,0.9,False
ann_0748,Q112018384,Hotel Tocq,exclude,exclude,exclude,,,,exclude,,,,,exclude,,0.9,False
ann_0749,Q112018377,Duomo Rooms,exclude,exclude,exclude,,,,exclude,,,,,exclude,,0.9,False
ann_0750,Q52839349,F.S.Cabrini - Milano,exclude,exclude,exclude,,,,exclude,,,,,exclude,,0.9,False
ann_0751,Q113319465,Biblioteca dell'Istituto Ganassini di ricerche biochimiche,exclude,exclude,exclude,,,,exclude,,,,,exclude,,0.9,False
ann_0752,Q4014727,Virus,exclude,exclude,exclude,,,,exclude,,,,,exclude,,0.9,False
ann_0753,Q64032734,Istituto Cimabue d'arte e cultura,exclude,exclude,exclude,,,,exclude,,,,,exclude,,0.9,False
ann_0754,Q111413067,Hotel Berna,exclude,exclude,exclude,,,,exclude,,,,,exclude,,0.9,False
ann_0755,Q113298738,Biblioteca del Dipartimento di diritto pubblico italiano e sovranazionale. sezione di Diritto pubblico. Università degli studi di Milano,exclude,exclude,exclude,,,,exclude,,,,,exclude,,0.9,False
ann_0756,Q52799099,Giuseppe Luigi Lagrange,exclude,exclude,exclude,,,,exclude,,,,,exclude,,0.9,False
ann_0757,Q113319452,Biblioteca Indena,exclude,exclude,exclude,,,,exclude,,,,,exclude,,0.9,False
ann_0758,Q52794108,Via Solaroli,exclude,exclude,exclude,,,,exclude,,,,,exclude,,0.9,False
